Items,melt,flex,COULEUR,I_CM,I_G,I_F,cendre,I1
PP,28.0,162816.1,BK,HM,1,RP,3.7,1.16
PP,28.0,161099.3,BK,HM,1,RP,3.0,1.1
PP,29.83,169117.0,BK,HM,1,RP,2.9,1.0
PP,30.0,176352.8,BK,HM,1,RP,3.0,1.1
PP,31.0,178912.3,BK,HM,1,RP,3.0,1.0
PP,30.0,170679.3,BK,HM,1,RP,2.0,1.13
PP,31.0,171048.5,BK,HM,1,RP,3.1,1.1
PP,31.0,170928.1,BK,HM,1,RP,3.1,1.1
PP,33.0,167458.2,BK,HM,1,RP,2.9,1.08
PP,30.0,174719.7,BK,HM,1,RP,2.6,1.1
PP,30.0,173153.6,BK,HM,1,RP,2.6,1.0
PP,27.0,147848.1,BK,HM,1,RP,2.7,1.18
-,29.83,161958.0,BK,HM,1,RP,2.9,1.0
PP,39.0,155862.2,BK,INJ,1,RP,1.4,0.93
PP,39.0,155862.0,BK,INJ,1,RP,1.4,1.0
PP,34.0,157796.5,BK,INJ,1,RP,2.1,1.1
PP,32.0,169786.6,BK,INJ,1,RP,1.5,0.86
PPH,33.0,208390.5,BK,HM,1,RP,3.0,0.47
HIPS,6.0,349374.4,BK,X,2,RP,3.0,1.2
HIPS,5.57,348482.0,BK,X,2,RP,2.9,1.0
HIPS,5.7,347589.2,BK,X,2,RP,2.9,1.4
HIPS,4.78,310444.0,BK,X,1,RP,4.0,1.0
HIPS,4.3,310223.7,BK,X,1,RP,3.6,1.6
HIPS,4.8,310430.7,BK,X,1,RP,4.2,1.39
HIPS,4.9,310676.8,BK,X,1,RP,4.3,1.4
PP,30.0,152659.0,BK,INJ,1,RP,4.3,1.0
PP,30.0,152659.0,BK,INJ,1,RP,4.3,1.3
HIPS,4.6,297519.5,BK,X,1,RP,12.3,1.2
HIPS,4.32,289448.0,BK,X,1,RP,7.2,1.0
HIPS,4.2,289297.4,BK,X,1,RP,7.1,1.25
HIPS,4.4,272659.1,BK,X,1,RP,7.1,1.3
HIPS,4.5,314826.6,BK,X,1,RP,7.0,1.6
HIPS,5.3,311662.5,BK,X,1,RP,3.3,1.47
HIPS,5.17,314570.0,BK,X,1,RP,3.1,2.0
HIPS,5.0,307145.7,BK,X,1,RP,3.7,1.6
HIPS,5.0,317274.8,BK,X,1,RP,2.6,1.6
HIPS,5.0,322197.0,BK,X,1,RP,3.4,1.6
-,5.17,314570.0,BK,X,1,RP,3.1,2.0
PPH,50.0,184952.5,BK,HM,1,RP,1.4,0.46
MIPS,4.0,316208.3,MIX,X,1,RG,4.6,0.8
PP,32.5,163166.0,BK,INJ,1,RP,3.0,1.0
PP,44.0,170652.4,BK,INJ,1,RP,1.8,0.64
HIPS,6.23,290166.0,BK,X,S,RP,5.1,2.0
HIPS,6.6,280068.4,BK,X,S,RP,5.2,1.5
PP,15.0,147439.5,BK,INJ,1,RP,2.3,8.04
PP,16.0,139958.0,BK,INJ,1,RP,1.3,9.0
PP,16.0,132654.4,BK,INJ,1,RP,1.2,9.01
PP,13.0,132820.1,BK,INJ,1,RP,0.8,8.91
PP,16.0,130800.0,BK,INJ,1,RP,1.1,8.98
-,16.0,137638.0,BK,INJ,1,RP,1.3,9.0
PPH,39.0,184144.7,BK,HM,1,RP,2.0,0.6
PPH,41.0,162555.7,BK,HM,1,RP,2.1,0.6
PPH,43.0,125662.9,BK,HM,1,RP,1.8,0.44
PP,38.0,166266.1,BK,INJ,1,RP,5.7,2.08
PPH,40.0,168685.7,BK,HM,1,RP,1.4,0.6
PPH,38.4,176330.0,BK,HM,1,RP,1.2,1.0
PPH,38.0,168019.9,BK,HM,1,RP,1.7,0.6
PPH,38.0,192284.2,BK,HM,1,RP,1.0,0.6
PPH,33.0,187108.7,BK,HM,1,RP,1.9,0.41
PPH,34.0,182891.4,BK,HM,1,RP,2.7,0.43
HIPS,4.6,294310.5,BK,X,1,RP,6.4,1.73
HIPS,4.5,268073.6,BK,X,1,RP,6.4,1.6
PP,35.0,148074.1,BK,INJ,1,RP,4.3,0.68
HIPS,7.0,299312.5,BK,X,1,RP,5.0,1.9
HIPS,6.9,300566.0,BK,X,1,RP,5.0,2.0
HIPS,6.8,301818.7,BK,X,1,RP,4.9,1.9
PPH,23.0,178905.9,BK,HM,1,RP,3.8,0.7
PPH,44.0,163365.9,BK,HM,1,RP,3.5,0.6
PPH,58.33,165085.0,BK,HM,1,RP,2.8,1.0
PPH,43.0,180046.5,BK,HM,1,RP,2.5,0.6
PPH,73.0,174408.2,BK,HM,2,RP,3.3,0.83
HIPS,5.4,360695.5,BK,X,S,RP,4.3,0.87
HIPS,5.36,358704.0,BK,X,S,RP,4.0,1.0
HIPS,5.6,356712.7,BK,X,S,RP,4.3,0.94
HIPS,8.4,307221.7,BK,X,1,RP,6.8,1.5
HIPS,7.54,305589.0,BK,X,1,RP,6.6,2.0
HIPS,7.8,306307.2,BK,X,1,RP,6.7,1.7
HIPS,7.1,303239.2,BK,X,1,RP,6.4,1.6
PP,38.0,162987.9,BK,INJ,1,RP,2.6,0.6
PS,40.0,392685.7,MIX,X,1,RP,11.0,0.6
PS,41.33,392686.0,MIX,X,1,RP,6.2,1.0
-,15.0,378941.0,MIX,X,1,RP,3.1,1.0
PP,29.0,217513.3,BK,INJ,1,RP,11.7,2.42
HIPS,6.9,293274.4,BK,X,S,RP,4.3,1.74
HIPS,7.15,295963.0,BK,X,S,RP,3.6,2.0
HIPS,7.4,298651.7,BK,X,S,RP,4.0,1.74
PP,6.0,137932.2,BK,INJ,1,RP,7.8,8.88
PP,14.0,121236.2,BK,INJ,1,RP,10.2,4.02
PP,16.63,121236.0,BK,INJ,1,RP,10.3,4.0
PP,16.0,131400.5,BK,INJ,1,RP,8.8,4.0
PP,15.0,133185.0,BK,INJ,1,RP,8.2,5.0
PP,17.0,126069.8,BK,INJ,1,RP,7.8,2.8
PP,14.8,126070.0,BK,INJ,1,RP,8.1,3.0
PP,34.0,169596.2,BK,INJ,1,RP,5.6,1.33
HIPS,8.4,370288.3,BK,X,1,RP,2.8,0.97
HIPS,8.4,370288.0,BK,X,1,RP,2.8,1.0
HIPS,7.8,357653.1,BK,X,1,RP,4.9,0.88
HIPS,6.7,347207.0,BK,X,1,RP,4.4,1.0
HIPS,6.3,343700.7,BK,X,1,RP,5.0,1.2
HIPS,6.0,343820.8,BK,X,1,RP,4.9,1.3
HIPS,6.9,343652.5,BK,X,1,RP,3.0,1.33
PP,17.0,142098.0,MIX,INJ,1,RP,2.2,1.8
PP,1.0,166979.9,MIX,OFF,1,RP,0.9,15.44
PPH,40.0,180632.7,BK,HM,1,RP,1.8,0.6
PPH,38.6,175403.0,BK,HM,1,RP,1.8,1.0
PPH,38.0,173146.2,BK,HM,1,RP,1.7,0.6
PPH,35.0,172430.9,BK,HM,1,RP,1.7,0.81
PP,33.0,190623.9,BK,INJ,1,RP,6.7,0.67
HIPS,6.2,257255.2,BK,X,1,RP,3.5,2.2
HIPS,7.58,248268.0,BK,X,1,RP,5.5,3.0
HIPS,6.4,259024.3,BK,X,1,RP,3.8,2.3
HIPS,9.1,228524.1,BK,X,1,RP,8.2,4.09
HIPS,4.8,288598.2,BK,X,1,RP,2.9,1.7
HIPS,4.6,288006.0,BK,X,1,RP,2.7,2.0
HIPS,4.6,287412.9,BK,X,1,RP,2.7,1.6
PPH,38.0,154458.8,BK,HM,1,RP,1.9,0.7
PPH,38.0,152626.0,BK,HM,1,RP,1.9,1.0
PPH,40.0,157782.0,BK,HM,1,RP,2.0,0.6
PPH,37.0,145637.0,BK,HM,1,RP,1.8,0.76
HIPS,4.3,324494.2,BK,X,1,RP,4.2,1.6
HIPS,4.28,323435.0,BK,X,1,RP,4.1,2.0
HIPS,4.4,325252.8,BK,X,1,RP,4.1,1.5
HIPS,4.6,320557.5,BK,X,1,RP,4.6,1.48
PPH,44.0,170856.4,BK,HM,1,RP,3.0,0.52
PP,30.0,156187.1,BK,INJ,1,RP,2.3,1.16
PP,39.0,163305.4,BK,INJ,1,RP,3.0,0.65
PP,39.0,163305.0,BK,INJ,1,RP,3.0,1.0
PP,18.0,189823.1,BK,INJ,1,RP,3.1,0.9
PP,19.25,188817.0,BK,INJ,1,RP,3.0,1.0
PP,20.0,187811.2,BK,INJ,1,RP,3.0,0.8
PP,24.0,182699.2,BK,INJ,1,RP,2.2,1.1
PP,40.0,178321.0,BK,INJ,1,RP,1.9,0.9
PP,42.0,180940.0,BK,INJ,1,RP,1.9,0.88
PP,37.13,177923.0,BK,INJ,1,RP,1.8,1.0
PP,39.0,177685.6,BK,INJ,1,RP,1.7,0.91
PP,39.0,169971.3,BK,INJ,1,RP,1.7,0.9
PPH,62.0,230637.0,BK,HM,1,RP,2.6,0.44
PPH,68.0,226571.1,BK,HM,1,RP,1.9,0.41
PPH,30.0,228769.3,BK,HM,1,RP,2.1,0.47
PP,26.0,152561.4,BK,INJ,1,RP,1.4,1.0
PP,38.0,149821.6,BK,INJ,1,RP,1.5,1.0
PP,38.71,156949.0,BK,INJ,1,RP,1.3,1.0
PP,46.0,171637.5,BK,INJ,1,RP,0.98,0.96
PP,45.0,170008.5,BK,INJ,1,RP,0.98,0.99
PP,40.0,143744.9,BK,INJ,1,RP,1.4,1.0
PP,40.0,141297.5,BK,INJ,1,RP,1.7,0.97
PP,35.0,162030.2,BK,INJ,1,RP,1.2,0.91
PP,40.0,164490.8,BK,INJ,1,RP,1.7,0.9
PPH,48.0,211355.7,BK,INJ,1,RP,6.6,0.47
PP,11.0,97102.19,BK,INJ,1,RP,5.0,10.74
PP,11.0,114826.6,BK,INJ,1,RP,4.0,10.88
PP,14.0,111694.7,BK,INJ,1,RP,4.5,11.24
PP,13.04,113261.0,BK,INJ,1,RP,4.9,11.0
PP,11.0,154723.3,BK,INJ,1,RP,5.5,9.46
PP,12.0,145085.7,BK,INJ,1,RP,6.1,9.2
PP,11.3,152502.0,BK,INJ,1,RP,6.2,9.0
PP,12.0,157697.8,BK,INJ,1,RP,7.0,9.36
PP,29.0,155072.1,BK,INJ,1,RP,6.2,0.8
PP,29.0,155072.0,BK,INJ,1,RP,6.2,1.0
HIPS,5.8,297138.2,BK,INJ,1,RP,3.7,1.62
PP,38.0,177082.0,BK,INJ,1,RP,2.8,1.0
-,38.0,177081.8,BK,INJ,1,RP,2.8,0.94
PP,29.0,197828.8,BK,INJ,1,RP,2.9,1.06
PP,31.31,180858.0,BK,INJ,1,RP,3.3,1.0
PP,35.0,180259.3,BK,INJ,1,RP,3.8,1.09
PP,47.0,170461.1,BK,INJ,1,RP,3.2,0.79
PP,28.0,156789.3,BK,INJ,1,RP,1.0,1.1
PP,29.0,224566.5,BK,INJ,1,RP,4.8,0.76
PP,28.0,224567.0,BK,INJ,1,RP,4.7,1.0
PP,23.5,233784.0,BK,INJ,1,RP,7.7,1.0
PP,22.0,230105.8,BK,INJ,1,RP,6.6,0.8
PP,24.0,231440.3,BK,INJ,1,RP,6.7,0.9
PP,22.0,239805.5,BK,INJ,1,RP,9.9,0.72
PP,29.0,182517.1,BK,INJ,1,RP,4.0,1.1
HIPS,7.3,291896.9,BK,INJ,1,RP,7.0,2.0
-,31.31,183457.0,BK,INJ,1,RP,3.3,1.0
PPH,37.0,194201.2,BK,HM,1,RP,3.1,0.64
PPH,41.67,203673.0,BK,HM,1,RP,2.7,1.0
PPH,43.0,216967.2,BK,HM,1,RP,3.9,0.52
PPH,38.0,206154.1,BK,HM,1,RP,2.0,0.55
PPH,45.0,197368.3,BK,HM,1,RP,1.7,0.6
PP,123.0,169872.9,BK,HM,PUF,RP,2.1,2.06
PP,40.0,163413.9,BK,HM,1,RP,1.9,1.8
PP,35.0,155702.8,BK,HM,1,RP,1.8,1.6
PP,37.33,164992.0,BK,HM,1,RP,1.8,2.0
PP,30.0,158017.9,BK,HM,1,RP,1.8,2.3
PP,35.0,165864.5,BK,HM,1,RP,1.9,2.98
PP,30.0,204754.2,BK,INJ,1,RP,1.2,0.88
PP,39.0,149297.9,BK,HM,1,RP,2.5,1.8
PP,36.5,163127.0,BK,HM,1,RP,2.0,1.0
PP,38.0,149458.5,BK,HM,1,RP,2.3,1.7
PP,30.0,190626.0,BK,HM,1,RP,0.8,0.63
PP,26.0,186990.2,BK,HM,1,RP,2.1,0.71
PP,40.44,213714.0,BK,HM,1,RP,3.0,1.0
PP,25.0,195742.9,BK,HM,1,RP,3.7,0.67
PPH,34.0,168627.9,BK,HM,1,RP,2.2,0.66
PPH,33.67,168885.0,BK,HM,1,RP,2.4,1.0
PPH,31.0,169080.5,BK,HM,1,RP,2.3,0.69
PPH,38.0,181105.2,BK,HM,1,RP,2.0,0.47
PP,28.0,155388.5,BK,HM,1,RP,4.0,1.2
PP,28.08,164556.0,BK,HM,1,RP,3.0,1.0
PP,29.0,154911.6,BK,HM,1,RP,3.9,1.1
PP,27.0,167434.4,BK,HM,1,RP,3.2,1.12
PP,27.0,165900.0,BK,HM,1,RP,2.6,1.1
PP,28.0,167906.3,BK,HM,1,RP,2.7,1.2
PP,29.0,173296.9,BK,HM,1,RP,2.2,1.0
PP,30.0,167053.6,BK,HM,1,RP,2.4,1.09
PP,35.0,161122.3,BK,INJ,1,RP,5.1,0.81
PP,31.0,173775.9,BK,INJ,1,RP,3.7,0.88
PP,45.0,162217.7,BK,HM,1,RP,1.2,0.64
PP,87.0,160178.3,BK,HM,1,RP,1.9,0.72
PP,80.0,162751.7,BK,HM,1,RP,2.5,0.63
PP,45.0,162410.8,BK,HM,1,RP,2.6,0.6
PP,44.93,171687.0,BK,HM,1,RP,1.9,1.0
PP,45.0,162903.4,BK,HM,1,RP,2.6,1.0
PP,24.0,198010.1,BK,INJ,1,RP,2.9,1.7
PP,25.9,185079.0,BK,INJ,1,RP,2.3,3.0
PP,23.0,197482.7,BK,INJ,1,RP,2.8,1.8
PP,26.0,184772.3,BK,INJ,1,RP,1.9,2.9
PP,27.0,184232.3,BK,INJ,1,RP,2.3,3.95
PP,26.0,172059.3,BK,INJ,1,RP,1.9,2.1
PP,26.0,173920.4,BK,INJ,1,RP,2.0,3.7
PP,37.0,216244.0,BK,INJ,1,RP,3.3,0.77
HIPS,5.7,336479.2,BK,X,1,RP,5.8,0.87
HIPS,5.96,322025.0,BK,X,1,RP,5.3,1.0
HIPS,5.8,335893.5,BK,X,1,RP,5.7,0.92
HIPS,6.2,284585.9,BK,X,1,RP,5.3,0.9
HIPS,6.0,316000.5,BK,X,1,RP,5.2,1.0
HIPS,6.6,310446.9,BK,X,1,RP,4.1,1.1
HIPS,6.4,313827.9,BK,X,1,RP,4.6,1.2
-,5.96,334221.0,BK,X,1,RP,5.3,1.0
HIPS,5.96,334221.0,BK,X,V,C,5.3,1.0
PP,33.0,189706.8,BK,INJ,1,RP,2.4,0.82
PP,25.55,152562.0,BK,HM,1,RP,4.7,2.0
PP,23.0,146835.8,BK,HM,1,RP,4.7,2.0
-,25.55,155425.0,BK,HM,1,RP,4.7,2.0
HIPS,6.0,277666.1,BK,X,1,RP,6.0,1.7
HIPS,5.43,284168.0,BK,X,1,RP,5.5,1.0
HIPS,6.8,283027.1,BK,X,1,RP,6.2,1.6
HIPS,5.6,291757.8,BK,X,1,RP,4.8,1.6
HIPS,4.3,285452.5,BK,X,1,RP,4.7,1.37
HIPS,4.6,282937.3,BK,X,1,RP,5.0,1.2
PP,13.52,142525.0,MIX,INJ,E,RG,1.5,1.0
PP,2.8,220503.5,MIX,EXT,1,RP,2.3,4.4
PP,2.9,218095.0,MIX,EXT,1,RP,2.4,4.0
PP,3.0,215685.8,MIX,EXT,1,RP,2.4,4.0
PP,34.0,241543.5,BK,INJ,1,RP,2.3,0.6
PP,33.0,225985.6,BK,INJ,1,RP,2.2,0.5
HIPS,5.6,301239.5,BK,X,1,RP,5.5,1.1
HIPS,5.63,309710.0,BK,X,1,RP,5.1,1.0
HIPS,5.0,301910.8,BK,X,1,RP,5.4,1.2
HIPS,6.12,325980.9,BK,X,1,RP,4.0,1.5
HIPS,6.6,341325.9,BK,X,1,RP,5.6,1.26
HIPS,6.44,348562.0,BK,X,1,RP,5.1,1.0
HIPS,6.7,351807.8,BK,X,1,RP,4.4,1.3
HIPS,6.3,352551.6,BK,X,1,RP,5.2,1.2
HIPS,6.0,326339.7,BK,X,1,RP,5.8,1.48
HIPS,6.9,326902.0,BK,X,1,RP,4.7,1.0
HIPS,7.0,330656.9,BK,X,1,RP,3.8,1.53
HIPS,6.6,323772.6,BK,X,1,RP,4.8,1.46
PP,26.0,155637.4,BK,HM,1,RP,4.8,0.98
HIPS,6.8,312078.0,BK,X,1,RP,5.6,1.0
HIPS,7.6,331197.6,BK,X,1,RP,5.1,1.3
HIPS,5.1,350810.2,BK,X,1,RP,8.0,1.0
HIPS,5.18,335700.0,BK,X,1,RP,8.2,1.0
HIPS,5.0,340914.3,BK,X,1,RP,8.4,0.96
HIPS,5.0,315374.3,BK,X,1,RP,8.4,1.0
PP,25.7,237483.7,BK,INJ,1,RP,1.35,0.66
PP,23.0,235031.9,BK,INJ,1,RP,1.3,0.6
PP,30.44,244016.0,BK,INJ,1,RP,1.8,1.0
PP,35.0,260601.2,BK,INJ,1,RP,1.6,0.54
PP,34.0,154457.7,BK,INJ,1,RP,3.4,1.1
PP,36.0,161955.0,BK,INJ,1,RP,3.7,1.0
PP,33.0,161908.1,BK,INJ,1,RP,3.2,1.0
PP,30.0,154636.3,BK,INJ,1,RP,4.3,1.0
PP,41.0,175335.4,BK,INJ,1,RP,3.7,0.83
PP,37.0,157622.6,BK,INJ,1,RP,4.0,1.1
PP,56.0,155514.9,BK,INJ,1,RP,1.7,0.93
PP,56.0,155515.0,BK,INJ,1,RP,1.7,1.0
PP,42.0,152463.2,BK,INJ,1,RP,2.5,0.94
PP,46.9,147532.0,BK,INJ,1,RP,2.4,1.0
PP,42.0,142600.7,BK,INJ,1,RP,3.2,1.06
PP,34.68,151384.0,BK,INJ,1,RP,3.2,1.0
PP,34.0,151384.1,BK,INJ,1,RP,3.4,1.0
ABS,5.0,337210.5,BK,X,1,RP,3.3,2.6
ABS,4.63,337280.0,BK,X,1,RP,3.1,3.0
ABS,4.4,337349.0,BK,X,1,RP,3.1,2.7
ABS,3.6,328128.5,BK,X,1,RP,1.9,2.4
ABS,4.13,324692.0,BK,X,1,RP,2.4,3.0
PPH,45.0,193057.6,BK,HM,1,RP,2.3,0.45
PPH,57.0,190610.9,BK,HM,1,RP,2.4,0.52
PPH,50.0,188771.7,BK,HM,1,RP,1.9,0.6
PPH,68.0,185242.8,BK,HM,1,RP,1.5,0.45
PP,36.0,222182.8,BK,HM,1,RP,1.38,0.67
PP,20.0,178325.6,BK,INJ,1,RP,3.3,6.7
PP,19.17,184693.0,BK,INJ,1,RP,3.7,5.0
PP,18.5,191059.9,BK,INJ,1,RP,4.0,3.4
PP,38.0,164136.4,BK,INJ,1,RP,4.0,0.7
PP,38.0,165586.8,BK,INJ,1,RP,4.0,1.0
PP,21.0,168092.5,BK,INJ,1,RP,5.68,1.53
PP,24.63,158461.0,BK,INJ,1,RP,6.6,2.0
PP,24.0,156464.4,BK,INJ,1,RP,5.6,2.45
PPH,34.25,164544.0,BK,HM,1,RP,2.4,1.0
PPH,35.0,132814.6,BK,HM,1,RP,2.4,0.6
PP,23.0,124150.3,BK,INJ,1,RP,3.3,1.0
PP,22.0,123620.0,BK,INJ,1,RP,3.2,1.0
PP,21.0,123088.8,BK,INJ,1,RP,3.1,1.1
PPH,40.0,180854.7,BK,HM,1,RP,2.6,0.6
PPH,42.0,181371.4,BK,HM,1,RP,2.4,0.44
PPH,42.0,183276.6,BK,HM,1,RP,2.0,0.6
PPH,68.0,193459.9,BK,HM,1,RP,1.6,0.48
PPH,78.0,188300.5,BK,HM,1,RP,2.2,0.6
PPH,76.6,187733.0,BK,HM,1,RP,2.3,1.0
PPH,70.0,187164.6,BK,HM,1,RP,2.8,0.6
PPH,53.67,191685.0,BK,HM,1,RP,1.8,1.0
PPH,54.0,191684.6,BK,HM,1,RP,1.8,0.59
HIPS,5.8,376782.6,BK,INJ,1,RP,6.0,5.4
PPH,32.0,198524.0,BK,HM,1,RP,1.8,0.6
PPH,30.5,195861.0,BK,HM,1,RP,2.1,1.0
PPH,30.0,175987.1,BK,HM,1,RP,2.0,0.5
PPH,30.0,203148.4,BK,HM,1,RP,2.0,0.54
PPH,30.0,205783.1,BK,HM,1,RP,2.4,0.58
PPH,28.0,232121.3,BK,HM,1,RP,1.6,0.6
PPH,40.0,231782.0,BK,HM,1,RP,3.6,0.55
PPH,35.27,234099.0,BK,HM,1,RP,2.2,1.0
PPH,44.5,224347.3,BK,HM,1,RP,1.8,0.59
PP,30.0,183922.6,BK,INJ,1,RP,2.5,0.83
PP,44.0,182986.9,BK,INJ,1,RP,3.2,0.77
PPH,32.26,161727.0,BK,HM,1,RP,2.8,1.0
PPH,30.0,152060.4,BK,HM,1,RP,2.8,1.0
PP,30.0,165028.1,BK,INJ,1,RP,2.0,0.6
PP,41.57,168634.0,BK,INJ,1,RP,2.6,1.0
PP,36.0,172240.7,BK,INJ,1,RP,2.8,0.6
PP,34.0,176396.9,BK,HM,1,RP,4.1,0.6
PP,70.0,65624.04,BK,HM,1,RP,14.0,8.0
HIPS,7.9,282895.8,BK,X,S,RP,3.2,1.9
HIPS,6.52,287573.0,BK,X,S,RP,2.9,2.0
HIPS,6.0,292250.8,BK,X,S,RP,2.3,1.99
PP,0.75,188329.8,BK,EXT,1,RP,1.0,16.0
PP,0.75,188330.0,BK,EXT,1,RP,1.0,16.0
PPH,60.0,202061.7,BK,HM,1,RP,5.0,0.9
PP,25.76,186836.5,BK,INJ,1,RP,4.64,0.88
PP,104.0,148408.6,BK,HM,1,RP,1.2,1.01
PP,96.0,143659.1,BK,HM,1,RP,0.1,1.22
PP,63.82,136029.0,BK,HM,1,RP,1.5,1.0
PP,64.0,143679.1,BK,HM,1,RP,1.3,0.8
PP,65.0,128379.9,BK,HM,1,RP,2.1,1.1
PP,16.0,149627.6,BK,HM,1,RP,2.2,1.1
PP,20.0,228854.5,MIX,INJ,E,RG,0.8,0.9
PP,24.75,182579.0,BK,INJ,1,RP,5.5,1.0
PPH,37.56,205925.0,BK,HM,1,RP,3.83,0.58
PPH,20.0,181424.8,BK,HM,1,RP,2.3,1.0
PPH,21.0,191810.6,BK,HM,1,RP,1.6,0.61
PPH,26.1,188464.0,BK,HM,1,RP,1.8,1.0
PPH,33.0,192155.6,BK,HM,1,RP,1.0,0.49
PP,27.0,261391.8,BK,INJ,1,RP,7.2,0.8
PP,17.0,251927.5,BK,INJ,1,RP,8.0,0.8
PP,15.0,238192.3,BK,INJ,1,RP,9.1,0.82
PP,18.36,241408.0,BK,INJ,1,RP,8.5,1.0
PP,36.0,216472.0,BK,INJ,1,RP,9.7,0.63
PP,30.0,219271.6,BK,INJ,1,RP,9.5,0.67
-,6.52,287573.0,BK,X,S,RP,2.9,2.0
PP,15.0,176439.2,BK,HM,1,RP,1.0,1.2
PP,15.14,168438.0,BK,HM,1,RP,1.6,1.0
PP,16.0,179246.0,BK,HM,1,RP,1.1,1.0
PS,4.3,362666.4,MIX,EXT,1,RP,0.6,0.62
PS,4.17,360638.0,MIX,EXT,1,RP,0.5,1.0
PS,4.0,358610.0,MIX,EXT,1,RP,0.4,0.76
HIPS,5.6,379718.6,BK,X,1,RP,10.0,0.76
HIPS,6.48,359631.0,BK,X,1,RP,6.1,1.0
HIPS,5.8,405929.9,BK,X,1,RP,9.6,0.85
HIPS,8.0,386417.4,BK,X,1,RP,2.6,0.99
HIPS,7.3,377228.9,BK,X,1,RP,4.4,1.1
HIPS,5.7,347376.8,BK,X,1,RP,3.9,1.4
HIPS,7.0,330758.2,BK,X,1,RP,2.4,1.2
HIPS,6.6,333482.3,BK,X,1,RP,4.0,1.4
-,6.48,364051.0,BK,X,1,RP,6.1,1.0
HIPS,6.48,364051.0,BK,X,X,C,6.2,1.0
PPH,30.0,222028.7,BK,HM,1,RP,1.4,0.56
PPH,38.0,224867.4,BK,HM,1,RP,1.6,0.46
PP,29.0,99269.84,BK,INJ,1,RP,6.0,1.13
PP,29.11,97212.0,BK,INJ,1,RP,5.9,1.0
PP,28.0,98492.25,BK,INJ,1,RP,5.9,1.17
HIPS,11.0,310494.3,BK,INJ,1,RP,3.9,1.3
HIPS,9.3,306050.3,BK,INJ,1,RP,3.6,1.67
HIPS,9.15,306761.0,BK,INJ,1,RP,3.9,2.0
HIPS,9.5,306909.1,BK,INJ,1,RP,4.4,1.6
PP,39.0,145213.4,BK,HM,1,RP,3.2,0.52
PP,39.0,153170.0,BK,HM,1,RP,2.2,1.0
PP,31.0,159052.7,BK,HM,1,RP,1.4,0.64
PP,36.0,167781.8,BK,HM,1,RP,2.4,0.74
PP,28.0,197709.1,BK,HM,1,RP,2.6,0.54
PP,29.0,167446.3,BK,HM,1,RP,2.5,0.5
PP,34.0,199687.7,BK,HM,1,RP,2.0,0.52
PP,25.0,158742.7,BK,INJ,1,RP,9.1,1.7
HIPS,4.18,308237.0,BK,X,1,RP,6.6,1.0
HIPS,4.2,306299.5,BK,X,1,RP,5.8,1.2
PP,37.17,185585.0,BK,HM,1,RP,2.5,1.0
PP,36.0,168175.6,BK,HM,1,RP,2.4,0.6
PP,29.0,176272.2,BK,HM,1,RP,2.5,0.6
PP,37.0,165834.2,BK,HM,1,RP,1.7,0.48
PP,46.0,154267.7,BK,HM,1,RP,1.5,0.58
PP,42.0,153001.3,BK,HM,1,RP,1.8,0.63
HIPS,3.8,289692.4,BK,X,1,RP,7.2,2.0
HIPS,4.32,296471.0,BK,X,1,RP,6.1,2.0
HIPS,4.2,289434.9,BK,X,1,RP,7.5,2.2
HIPS,4.9,309156.0,BK,X,1,RP,5.88,2.03
PP,28.0,152455.3,BK,INJ,1,RP,1.8,1.08
PP,29.54,150314.0,BK,INJ,1,RP,0.9,1.0
PP,21.69,154099.0,BK,INJ,1,RP,2.0,1.0
PP,22.0,155580.9,BK,INJ,1,RP,0.94,1.16
PP,20.0,156619.6,BK,INJ,1,RP,2.5,1.63
PP,18.4,152425.3,BK,INJ,1,RP,1.8,1.7
PP,20.0,114939.6,BK,INJ,S,RP,1.2,12.4
PP,19.8,112832.0,BK,INJ,S,RP,2.4,12.0
PP,19.0,108178.2,BK,INJ,S,RP,3.5,12.4
PP,20.0,115377.3,BK,INJ,S,RP,2.4,12.4
PP,26.0,134819.3,BK,INJ,1,RP,1.1,2.6
PP,25.5,135667.0,BK,INJ,1,RP,1.3,2.0
PP,24.0,134121.6,BK,INJ,1,RP,1.0,2.3
PP,26.0,138059.7,BK,INJ,1,RP,1.3,1.7
PP,56.0,147310.4,BK,HM,1,RP,1.6,0.53
PP,46.5,143028.0,BK,HM,1,RP,1.5,1.0
PP,49.0,146472.7,BK,HM,1,RP,1.3,0.5
PP,31.0,135302.0,BK,HM,1,RP,1.7,0.72
PP,20.0,147076.0,BK,INJ,1,RP,1.4,2.0
PP,20.0,147075.8,BK,INJ,1,RP,1.4,1.95
PP,13.0,85334.75,BK,INJ,1,RP,5.2,8.3
PP,40.0,158202.5,BK,HM,1,RP,2.9,1.0
PP,30.0,157333.2,BK,HM,1,RP,1.8,0.8
PP,41.5,162342.0,BK,HM,1,RP,1.9,1.0
PP,31.0,154273.1,BK,HM,1,RP,1.9,0.77
PP,29.0,87627.19,BK,INJ,1,RP,6.1,1.45
PP,32.0,94744.1,BK,INJ,1,RP,6.1,1.4
PP,31.0,105929.1,BK,INJ,1,RP,6.0,1.1
PPH,45.0,245679.0,BK,HM,1,RP,18.0,0.44
PPH,43.0,233371.8,BK,HM,1,RP,11.0,0.43
HIPS,5.9,349111.0,BK,X,1,RP,15.0,0.46
